Offset(P)            #Ptr   #Hnd Access Name
0x000000003f3d4cd0     24      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\mssmbios.sys
0x000000003f3d6320      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\discache.sys
0x000000003f3e8640      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\blbdrive.sys
0x000000003f3e8f20      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\dfsc.sys
0x000000003f3ec6f0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\tunnel.sys
0x000000003f3eee90     16      0 RW---- \Device\HarddiskVolume2\Windows\bootstat.dat
0x000000003f3f0a20      9      0 R--r-- \Device\HarddiskVolume2\Windows\System32\apisetschema.dll
0x000000003f3f83d0     24      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\kbdclass.sys
0x000000003f3f8dc0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netjoin.dll
0x000000003f3fa3b0      1      1 R--rw- \Device\HarddiskVolume2\Windows
0x000000003f3fadc0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\smss.exe
0x000000003f3fee60      1      1 ------ \Device\NamedPipe\ProtectedPrefix
0x000000003f5378a0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\fastprox.dll
0x000000003f5379f0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ktmw32.dll
0x000000003f538d10     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\VaultCredProvider.dll
0x000000003f53a130      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SmartcardCredentialProvider.dll
0x000000003f53f740     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\CodeIntegrity\driver.stl
0x000000003f569450     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mpr.dll
0x000000003f569cd0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\userinit.exe
0x000000003f56a530     13      0 R--r-- \Device\HarddiskVolume2\Windows\System32\DriverStore\infstor.dat
0x000000003f56a680     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\IconCodecService.dll
0x000000003f56ad10      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dwm.exe
0x000000003f56e3f0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\umb.dll
0x000000003f56eb70     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\KBDSW.DLL
0x000000003f5701d0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PrintIsolationProxy.dll
0x000000003f571d70      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003f5f6980      3      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000002.db
0x000000003f79e930     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\KBDSW.DLL
0x000000003f79fa80     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winspool.drv
0x000000003fe05470      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tsddd.dll
0x000000003fe055c0     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\cga40woa.fon
0x000000003fe0c260      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\basesrv.dll
0x000000003fe805c0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003fe812e0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003fe9c930     16      0 R--rw- \Device\HarddiskVolume2\Users\Batou\AppData\Roaming\Notepad++\backup\new 2@2018-09-10_203737
0x000000003feacbc0      3      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\WindowsCodecs.dll
0x000000003fead410     16      0 R--rw- \Device\HarddiskVolume2\Users\Batou\AppData\Roaming\Notepad++\backup\new 1@2018-09-10_202915
0x000000003fec75a0     16      0 R--rwd \Device\HarddiskVolume2\Users\Batou\AppData\Roaming\Notepad++\plugins\config\converter.ini
0x000000003fec76f0      9      0 R--r-- \Device\HarddiskVolume2\Program Files (x86)\Notepad++\plugins\NppConverter\NppConverter.dll
0x000000003fecaf20     10      0 R--rw- \Device\HarddiskVolume2\Program Files (x86)\Notepad++\plugins\Config\Hunspell\en_US.dic
0x000000003fecc770     16      0 R--rw- \Device\HarddiskVolume2\Program Files (x86)\Notepad++\plugins\Config\Hunspell\en_US.aff
0x000000003fecc8c0     12      0 R--r-- \Device\HarddiskVolume2\Program Files (x86)\Notepad++\plugins\NppExport\NppExport.dll
0x000000003fece070     16      0 R--rw- \Device\HarddiskVolume2\Users\Batou\AppData\Roaming\Notepad++\contextMenu.xml
0x000000003fece220     16      0 R--rw- \Device\HarddiskVolume2\Program Files (x86)\Notepad++\change.log
0x000000003fece370      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003feced10     16      0 R--rw- \Device\HarddiskVolume2\Users\Batou\AppData\Roaming\Notepad++\session.xml
0x000000003ff25050      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SOFTWARE.LOG2
0x000000003ff252d0      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SOFTWARE.LOG1
0x000000003ff25420      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003ff568d0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ffa1a70     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\cga80woa.fon
0x000000003ffa1f20     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\vgasys.fon
0x000000003ffa21c0     13      0 R--r-d \Device\HarddiskVolume2\Program Files (x86)\Notepad++\notepad++.exe
0x000000003ffa25d0     19      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-ReadyBoost%4Operational.evtx
0x000000003ffa4440      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003ffa48c0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ffa4c70     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wship6.dll
0x000000003ffa4dd0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mlang.dll
0x000000003ffa7b60      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003ffa86f0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ffadf20     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\ega80woa.fon
0x000000003ffaec00      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sxssrv.dll
0x000000003ffaef20     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\ega40woa.fon
0x000000003ffdb9b0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\monitor.sys
0x000000003ffe9050     16      0 R--r-d \Device\HarddiskVolume2\Windows\AppPatch\drvmain.sdb
0x000000003fff0af0     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\vgafix.fon
0x000000003fff2770      6      0 R--r-d \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_a4d6a923711520a9\comctl32.dll
0x000000003fff3ea0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\spoolss.dll
0x000000003fff4170     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Sens.dll
0x000000003fff4340     16      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\en-US\iedkcs32.dll.mui
0x000000003fff48b0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\spool\prtprocs\x64\winprint.dll
0x000000003fff9070      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003fffa920      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cscui.dll
